QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,Product_SK,PRODUCTCODE,Customer_SK,COUNTRY,DEALSIZE
36,100,7,5676.84,Shipped,3,9,2004,Planes,157,568,S18_1662,568,Germany,Medium
39,100,1,7379.97,Shipped,4,10,2004,Planes,157,569,S18_1662,569,USA,Large
27,100,9,3704.13,Shipped,4,11,2004,Planes,157,570,S18_1662,570,UK,Medium
25,100,6,2804.75,Resolved,4,11,2004,Planes,157,571,S18_1662,571,Denmark,Small
41,100,1,5624.79,Shipped,4,11,2004,Planes,157,572,S18_1662,572,Belgium,Medium
39,99.52,1,3881.28,Shipped,4,12,2004,Planes,157,573,S18_1662,573,UK,Medium
28,57.55,4,1611.4,Shipped,1,1,2005,Planes,157,574,S18_1662,574,Finland,Small
25,54.57,7,1364.25,Resolved,1,3,2005,Planes,157,575,S18_1662,575,Spain,Small
33,100,11,4215.09,Shipped,1,3,2005,Planes,157,576,S18_1662,576,France,Medium
34,100,1,6433.82,Shipped,2,4,2005,Planes,157,577,S18_1662,577,USA,Medium
24,100,14,4352.16,Shipped,2,5,2005,Planes,157,578,S18_1662,578,Italy,Medium
30,100,3,5151,Shipped,1,1,2003,Vintage Cars,170,579,S18_1749,579,USA,Medium
42,100,7,6069,Shipped,1,3,2003,Vintage Cars,170,580,S18_1749,580,UK,Medium
21,100,6,2856,Shipped,2,5,2003,Vintage Cars,170,581,S18_1749,581,USA,Small
34,100,11,5375.4,Shipped,3,9,2003,Vintage Cars,170,582,S18_1749,582,USA,Medium
29,100,9,5176.5,Shipped,4,10,2003,Vintage Cars,170,583,S18_1749,583,USA,Medium
24,100,13,3508.8,Shipped,4,11,2003,Vintage Cars,170,584,S18_1749,584,Italy,Medium
44,100,10,7554.8,Shipped,4,11,2003,Vintage Cars,170,585,S18_1749,585,USA,Large
21,100,14,3141.6,Shipped,4,11,2003,Vintage Cars,170,586,S18_1749,586,Australia,Medium
33,100,4,5890.5,Shipped,4,12,2003,Vintage Cars,170,587,S18_1749,587,USA,Medium
30,100,7,5967,Shipped,1,1,2004,Vintage Cars,170,588,S18_1749,588,Spain,Medium
26,100,10,3712.8,Shipped,1,3,2004,Vintage Cars,170,589,S18_1749,589,France,Medium
41,100,2,7597.3,Shipped,2,4,2004,Vintage Cars,170,590,S18_1749,590,France,Large
26,100,16,3668.6,Shipped,3,8,2004,Vintage Cars,170,591,S18_1749,591,Italy,Medium
32,100,5,5875.2,Shipped,3,9,2004,Vintage Cars,170,592,S18_1749,592,Singapore,Medium
43,100,1,7310,Shipped,4,10,2003,Vintage Cars,170,593,S18_1749,593,UK,Large
48,100,17,8078.4,Shipped,4,10,2004,Vintage Cars,170,594,S18_1749,594,USA,Large
44,74.04,7,3257.76,Shipped,4,11,2004,Vintage Cars,170,595,S18_1749,595,USA,Medium
45,100,1,7650,Shipped,4,11,2004,Vintage Cars,170,596,S18_1749,596,France,Large
37,100,3,4703.81,Resolved,1,1,2005,Vintage Cars,170,597,S18_1749,597,USA,Medium
39,100,2,5399.55,Shipped,1,2,2005,Vintage Cars,170,598,S18_1749,598,Spain,Medium
76,100,2,14082.8,On Hold,2,4,2005,Vintage Cars,170,599,S18_1749,599,USA,Large
37,100,5,5283.6,In Process,2,5,2005,Vintage Cars,170,600,S18_1749,600,Australia,Medium
38,82.39,2,3130.82,Shipped,1,3,2003,Classic Cars,77,601,S18_1889,601,Philippines,Medium
43,72.38,6,3112.34,Shipped,2,5,2003,Classic Cars,77,602,S18_1889,602,France,Medium
48,79.31,3,3806.88,Shipped,3,7,2003,Classic Cars,77,603,S18_1889,603,USA,Medium
26,82.39,3,2142.14,Shipped,3,9,2003,Classic Cars,77,604,S18_1889,604,USA,Small
38,88.55,4,3364.9,Shipped,4,10,2003,Classic Cars,77,605,S18_1889,605,USA,Medium
20,63.14,2,1262.8,Shipped,4,11,2003,Classic Cars,77,606,S18_1889,606,Austria,Small
22,73.92,10,1626.24,Shipped,4,11,2003,Classic Cars,77,607,S18_1889,607,Norway,Small
45,90.86,15,4088.7,Shipped,4,11,2003,Classic Cars,77,608,S18_1889,608,USA,Medium
45,85.47,4,3846.15,Shipped,4,12,2003,Classic Cars,77,609,S18_1889,609,Spain,Medium
20,66.99,14,1339.8,Shipped,1,1,2004,Classic Cars,77,610,S18_1889,610,Spain,Small
47,64.68,5,3039.96,Shipped,1,2,2004,Classic Cars,77,611,S18_1889,611,Switzerland,Medium
46,73.92,4,3400.32,Shipped,2,4,2004,Classic Cars,77,612,S18_1889,612,Finland,Medium
23,83.93,9,1930.39,Cancelled,2,6,2004,Classic Cars,77,613,S18_1889,613,UK,Small
33,74.69,10,2464.77,Shipped,3,7,2004,Classic Cars,77,614,S18_1889,614,Italy,Small
29,90.86,10,2634.94,Shipped,3,8,2004,Classic Cars,77,615,S18_1889,615,USA,Small
44,82.39,8,3625.16,Shipped,3,8,2004,Classic Cars,77,616,S18_1889,616,Switzerland,Medium
41,92.4,1,3788.4,Shipped,4,10,2003,Classic Cars,77,617,S18_1889,617,Germany,Medium
20,91.63,6,1832.6,Shipped,4,10,2004,Classic Cars,77,618,S18_1889,618,Germany,Small
37,78.54,14,2905.98,Shipped,4,11,2004,Classic Cars,77,619,S18_1889,619,USA,Small
29,100,9,2954.81,Shipped,4,11,2004,Classic Cars,77,620,S18_1889,620,USA,Small
55,65.45,1,3599.75,Shipped,4,11,2004,Classic Cars,77,621,S18_1889,621,Australia,Medium
22,100,7,3686.54,Shipped,1,1,2005,Classic Cars,77,622,S18_1889,622,Finland,Medium
31,67.76,4,2100.56,Shipped,1,2,2005,Classic Cars,77,623,S18_1889,623,Finland,Small
49,79.22,3,3881.78,Shipped,1,3,2005,Classic Cars,77,624,S18_1889,624,Sweden,Medium
61,73.92,4,4509.12,Shipped,2,4,2005,Classic Cars,77,625,S18_1889,625,France,Medium
39,83.93,9,3273.27,Shipped,2,5,2005,Classic Cars,77,626,S18_1889,626,Austria,Medium
38,100,3,4432.7,Shipped,1,3,2003,Classic Cars,142,627,S18_1984,627,USA,Medium
31,100,1,4100.99,Shipped,2,5,2003,Classic Cars,142,628,S18_1984,628,France,Medium
36,100,1,5274.72,Shipped,3,7,2003,Classic Cars,142,629,S18_1984,629,France,Medium
25,100,12,4232,Shipped,3,9,2003,Classic Cars,142,630,S18_1984,630,Australia,Medium
48,100,11,6145.44,Shipped,4,10,2003,Classic Cars,142,631,S18_1984,631,Denmark,Medium
35,100,1,4680.2,Shipped,4,11,2003,Classic Cars,142,632,S18_1984,632,Canada,Medium
21,100,5,3286.08,Shipped,4,11,2003,Classic Cars,142,633,S18_1984,633,Norway,Medium
47,100,10,7421.3,Shipped,4,11,2003,Classic Cars,142,634,S18_1984,634,USA,Large
38,100,16,6432.64,Shipped,4,12,2003,Classic Cars,142,635,S18_1984,635,USA,Medium
41,100,9,4840.87,Shipped,1,1,2004,Classic Cars,142,636,S18_1984,636,Spain,Medium
24,100,7,3892.08,Shipped,1,2,2004,Classic Cars,142,637,S18_1984,637,USA,Medium
37,100,2,5526.32,Shipped,2,4,2004,Classic Cars,142,638,S18_1984,638,Japan,Medium
33,100,4,4459.62,Cancelled,2,6,2004,Classic Cars,142,639,S18_1984,639,UK,Medium
49,100,5,6203.4,Shipped,3,7,2004,Classic Cars,142,640,S18_1984,640,Italy,Medium
29,100,5,3754.05,Shipped,3,8,2004,Classic Cars,142,641,S18_1984,641,USA,Medium
24,100,3,3516.48,Shipped,3,8,2004,Classic Cars,142,642,S18_1984,642,Switzerland,Medium
47,100,7,7488.04,Shipped,4,10,2003,Classic Cars,142,643,S18_1984,643,Norway,Large
24,100,1,3448.08,Shipped,4,10,2004,Classic Cars,142,644,S18_1984,644,Germany,Medium
25,100,9,3734,Shipped,4,11,2004,Classic Cars,142,645,S18_1984,645,USA,Medium
30,32.47,8,974.1,Shipped,4,11,2004,Classic Cars,142,646,S18_1984,646,USA,Small
22,100,3,3160.74,Shipped,4,11,2004,Classic Cars,142,647,S18_1984,647,Australia,Medium
27,64.69,2,1746.63,Shipped,4,12,2004,Classic Cars,142,648,S18_1984,648,France,Small
34,100,3,4207.84,Shipped,1,1,2005,Classic Cars,142,649,S18_1984,649,Belgium,Medium
36,100,6,4352.76,Shipped,1,2,2005,Classic Cars,142,650,S18_1984,650,Finland,Medium
34,43.05,15,1463.7,Shipped,1,3,2005,Classic Cars,142,651,S18_1984,651,USA,Small
48,100,2,7169.28,Disputed,2,4,2005,Classic Cars,142,652,S18_1984,652,Denmark,Large
34,100,4,4594.76,Shipped,2,5,2005,Classic Cars,142,653,S18_1984,653,Austria,Medium
24,100,8,3457.92,Shipped,1,1,2003,Classic Cars,163,654,S18_2238,654,Spain,Medium
46,100,4,7381.16,Shipped,2,4,2003,Classic Cars,163,655,S18_2238,655,USA,Large
45,100,10,7146.9,Shipped,2,6,2003,Classic Cars,163,656,S18_2238,656,USA,Large
39,100,4,5938.53,Shipped,3,8,2003,Classic Cars,163,657,S18_2238,657,Finland,Medium
43,100,2,7110.91,Shipped,3,9,2003,Classic Cars,163,658,S18_2238,658,Finland,Large
29,100,11,5032.95,Shipped,4,10,2003,Classic Cars,163,659,S18_2238,659,Singapore,Medium
20,100,10,3667.6,Shipped,4,11,2003,Classic Cars,163,660,S18_2238,660,Italy,Medium
46,100,5,7381.16,Shipped,4,11,2003,Classic Cars,163,661,S18_2238,661,Spain,Large
27,100,5,5128.11,Shipped,4,11,2003,Classic Cars,163,662,S18_2238,662,USA,Medium
44,100,6,7060.24,Shipped,4,12,2003,Classic Cars,163,663,S18_2238,663,USA,Large
43,100,1,8448.64,Shipped,1,2,2004,Classic Cars,163,664,S18_2238,664,USA,Large
49,100,8,7300.51,Shipped,1,3,2004,Classic Cars,163,665,S18_2238,665,Germany,Large
40,100,4,6549.2,Shipped,2,5,2004,Classic Cars,163,666,S18_2238,666,Spain,Medium
30,100,3,5697.9,Shipped,2,6,2004,Classic Cars,163,667,S18_2238,667,Singapore,Medium
50,100,4,9169,Shipped,3,7,2004,Classic Cars,163,668,S18_2238,668,USA,Large
23,100,13,3238.63,Shipped,3,8,2004,Classic Cars,163,669,S18_2238,669,USA,Medium
26,100,7,4554.94,Shipped,3,9,2004,Classic Cars,163,670,S18_2238,670,USA,Medium
27,100,4,3934.44,Shipped,4,10,2004,Classic Cars,163,671,S18_2238,671,USA,Medium
42,100,13,5776.26,Shipped,4,10,2004,Classic Cars,163,672,S18_2238,672,Denmark,Medium
47,100,8,7207.45,Shipped,4,11,2004,Classic Cars,163,673,S18_2238,673,USA,Large
49,100,6,7460.74,Shipped,4,11,2004,Classic Cars,163,674,S18_2238,674,France,Large
38,100,8,6719.54,Shipped,4,12,2004,Classic Cars,163,675,S18_2238,675,USA,Medium
20,100,10,2428,Shipped,4,12,2004,Classic Cars,163,676,S18_2238,676,Spain,Small
25,100,7,2602.25,Shipped,1,1,2005,Classic Cars,163,677,S18_2238,677,USA,Small
25,88,5,2200,Shipped,1,2,2005,Classic Cars,163,678,S18_2238,678,USA,Small
41,100,4,6712.93,Shipped,2,5,2005,Classic Cars,163,679,S18_2238,679,Spain,Medium
28,100,3,5318.04,In Process,2,5,2005,Classic Cars,163,680,S18_2238,680,France,Medium
50,67.8,2,3390,Shipped,1,1,2003,Vintage Cars,60,681,S18_2248,681,USA,Medium
32,50.25,6,1608,Shipped,1,3,2003,Vintage Cars,60,682,S18_2248,682,UK,Small
42,53.88,5,2262.96,Shipped,2,5,2003,Vintage Cars,60,683,S18_2248,683,USA,Small
24,62.36,10,1496.64,Shipped,3,9,2003,Vintage Cars,60,684,S18_2248,684,USA,Small
27,69.62,8,1879.74,Shipped,4,10,2003,Vintage Cars,60,685,S18_2248,685,USA,Small
26,57.51,12,1495.26,Shipped,4,11,2003,Vintage Cars,60,686,S18_2248,686,Italy,Small
38,61.15,9,2323.7,Shipped,4,11,2003,Vintage Cars,60,687,S18_2248,687,USA,Small
42,59.33,13,2491.86,Shipped,4,11,2003,Vintage Cars,60,688,S18_2248,688,Australia,Small
23,71.44,3,1643.12,Shipped,4,12,2003,Vintage Cars,60,689,S18_2248,689,USA,Small
21,62.96,6,1322.16,Shipped,1,1,2004,Vintage Cars,60,690,S18_2248,690,Spain,Small
28,50.85,9,1423.8,Shipped,1,3,2004,Vintage Cars,60,691,S18_2248,691,France,Small
33,72.65,1,2397.45,Shipped,2,4,2004,Vintage Cars,60,692,S18_2248,692,France,Small
25,62.96,15,1574,Shipped,3,8,2004,Vintage Cars,60,693,S18_2248,693,Italy,Small
28,61.75,4,1729,Shipped,3,9,2004,Vintage Cars,60,694,S18_2248,694,Singapore,Small
46,49.04,2,2255.84,Shipped,4,10,2004,Vintage Cars,60,695,S18_2248,695,Spain,Small
30,61.15,16,1834.5,Shipped,4,10,2004,Vintage Cars,60,696,S18_2248,696,USA,Small
38,84.25,9,3201.5,Shipped,4,11,2004,Vintage Cars,60,697,S18_2248,697,UK,Medium
40,56.91,2,2276.4,Shipped,4,11,2004,Vintage Cars,60,698,S18_2248,698,France,Small
45,100,4,8884.8,Resolved,1,1,2005,Vintage Cars,60,699,S18_2248,699,USA,Large
27,49.3,1,1331.1,Shipped,1,2,2005,Vintage Cars,60,700,S18_2248,700,Spain,Small
42,72.65,1,3051.3,On Hold,2,4,2005,Vintage Cars,60,701,S18_2248,701,USA,Medium
36,63.57,4,2288.52,In Process,2,5,2005,Vintage Cars,60,702,S18_2248,702,Australia,Small
29,100,12,3772.61,Shipped,1,1,2003,Trucks and Buses,122,703,S18_2319,703,Spain,Medium
39,100,3,4164.42,Shipped,2,4,2003,Trucks and Buses,122,704,S18_2319,704,France,Medium
45,100,14,6295.95,Shipped,2,6,2003,Trucks and Buses,122,705,S18_2319,705,USA,Medium
47,100,8,6287.66,Shipped,3,8,2003,Trucks and Buses,122,706,S18_2319,706,Finland,Medium
49,100,6,5412.54,Shipped,3,9,2003,Trucks and Buses,122,707,S18_2319,707,Finland,Medium
46,100,15,5984.14,Shipped,4,10,2003,Trucks and Buses,122,708,S18_2319,708,Singapore,Medium
48,100,4,5891.04,Shipped,4,11,2003,Trucks and Buses,122,709,S18_2319,709,UK,Medium
46,100,9,5984.14,Shipped,4,11,2003,Trucks and Buses,122,710,S18_2319,710,Spain,Medium
35,100,9,3608.15,Shipped,4,11,2003,Trucks and Buses,122,711,S18_2319,711,USA,Medium
43,100,10,5752.54,Shipped,4,12,2003,Trucks and Buses,122,712,S18_2319,712,USA,Medium
26,100,4,3765.32,Shipped,1,3,2004,Trucks and Buses,122,713,S18_2319,713,USA,Medium
22,98.18,8,2159.96,Shipped,2,5,2004,Trucks and Buses,122,714,S18_2319,714,Spain,Small
34,99.41,7,3379.94,Shipped,2,6,2004,Trucks and Buses,122,715,S18_2319,715,Singapore,Medium
50,100,8,5093.5,Shipped,3,7,2004,Trucks and Buses,122,716,S18_2319,716,USA,Medium
48,100,4,5773.44,Shipped,3,8,2004,Trucks and Buses,122,717,S18_2319,717,USA,Medium
41,100,11,4528.86,Shipped,3,9,2004,Trucks and Buses,122,718,S18_2319,718,USA,Medium
36,100,8,4816.08,Shipped,4,10,2004,Trucks and Buses,122,719,S18_2319,719,USA,Medium
29,100,2,3416.78,Shipped,4,10,2004,Trucks and Buses,122,720,S18_2319,720,Canada,Medium
33,37.48,10,1236.84,Shipped,4,11,2004,Trucks and Buses,122,721,S18_2319,721,USA,Small
46,100,6,5814.86,On Hold,4,11,2004,Trucks and Buses,122,722,S18_2319,722,Sweden,Medium
38,100,7,5223.48,Shipped,4,12,2004,Trucks and Buses,122,723,S18_2319,723,USA,Medium
20,36.42,11,728.4,Shipped,4,12,2004,Trucks and Buses,122,724,S18_2319,724,Spain,Small
22,100,5,3949,Shipped,1,1,2005,Trucks and Buses,122,725,S18_2319,725,Australia,Medium
27,100,11,3843.99,Shipped,1,2,2005,Trucks and Buses,122,726,S18_2319,726,Spain,Medium
56,98.18,8,5498.08,Shipped,2,5,2005,Trucks and Buses,122,727,S18_2319,727,Spain,Medium
38,99.41,7,3777.58,In Process,2,5,2005,Trucks and Buses,122,728,S18_2319,728,France,Medium
25,100,4,3782,Shipped,1,1,2003,Vintage Cars,127,729,S18_2325,729,Germany,Medium
33,100,4,3859.68,Shipped,1,3,2003,Vintage Cars,127,730,S18_2325,730,UK,Medium
42,100,3,4431.84,Shipped,2,5,2003,Vintage Cars,127,731,S18_2325,731,USA,Medium
33,100,8,4950.33,Shipped,3,9,2003,Vintage Cars,127,732,S18_2325,732,USA,Medium
38,100,6,4299.7,Shipped,4,10,2003,Vintage Cars,127,733,S18_2325,733,USA,Medium
31,100,10,4492.83,Shipped,4,11,2003,Vintage Cars,127,734,S18_2325,734,Italy,Medium
20,100,7,2212,Shipped,4,11,2003,Vintage Cars,127,735,S18_2325,735,USA,Small
44,100,11,4642.88,Shipped,4,11,2003,Vintage Cars,127,736,S18_2325,736,Australia,Medium
26,100,1,3206.32,Shipped,4,12,2003,Vintage Cars,127,737,S18_2325,737,USA,Medium
27,100,4,3604.23,Shipped,1,1,2004,Vintage Cars,127,738,S18_2325,738,Spain,Medium
46,100,7,7017.76,Shipped,1,3,2004,Vintage Cars,127,739,S18_2325,739,France,Large
47,100,2,6154.18,Shipped,2,4,2004,Vintage Cars,127,740,S18_2325,740,USA,Medium
37,100,13,4750.8,Shipped,3,8,2004,Vintage Cars,127,741,S18_2325,741,Italy,Medium
31,100,2,3822.92,Shipped,3,9,2004,Vintage Cars,127,742,S18_2325,742,Singapore,Medium
24,100,17,2440.8,Shipped,4,10,2004,Vintage Cars,127,743,S18_2325,743,France,Small
31,100,14,4729.36,Shipped,4,10,2004,Vintage Cars,127,744,S18_2325,744,USA,Medium
50,100,6,12536.5,Shipped,4,11,2004,Vintage Cars,127,745,S18_2325,745,USA,Large
35,64.69,8,2264.15,Shipped,4,11,2004,Vintage Cars,127,746,S18_2325,746,UK,Small
30,100,3,3928.2,Shipped,4,11,2004,Vintage Cars,127,747,S18_2325,747,France,Medium
29,100,3,3630.22,Shipped,4,12,2004,Vintage Cars,127,748,S18_2325,748,France,Medium
27,100,5,4196.07,Resolved,1,1,2005,Vintage Cars,127,749,S18_2325,749,USA,Medium
40,100,10,4931.6,Shipped,1,2,2005,Vintage Cars,127,750,S18_2325,750,Spain,Medium
31,98.99,16,3068.69,Shipped,1,3,2005,Vintage Cars,127,751,S18_2325,751,USA,Medium
6,100,2,785.64,Shipped,2,4,2005,Vintage Cars,127,752,S18_2325,752,Singapore,Small
45,100,2,4977,In Process,2,5,2005,Vintage Cars,127,753,S18_2325,753,Australia,Medium
22,54.09,2,1189.98,Shipped,1,1,2003,Trucks and Buses,60,754,S18_2432,754,Norway,Small
45,68.67,6,3090.15,Shipped,2,4,2003,Trucks and Buses,60,755,S18_2432,755,France,Medium
43,65.02,2,2795.86,Shipped,2,5,2003,Trucks and Buses,60,756,S18_2432,756,Spain,Small
46,61.99,2,2851.54,Shipped,3,7,2003,Trucks and Buses,60,757,S18_2432,757,USA,Small
39,69.28,9,2701.92,Shipped,3,9,2003,Trucks and Buses,60,758,S18_2432,758,Finland,Small
31,71.1,18,2204.1,Shipped,4,10,2003,Trucks and Buses,60,759,S18_2432,759,Singapore,Small
41,69.28,7,2840.48,Shipped,4,11,2003,Trucks and Buses,60,760,S18_2432,760,UK,Small
44,60.16,12,2647.04,Shipped,4,11,2003,Trucks and Buses,60,761,S18_2432,761,Spain,Small
45,70.49,2,3172.05,Shipped,4,11,2003,Trucks and Buses,60,762,S18_2432,762,France,Medium
37,69.89,13,2585.93,Shipped,4,12,2003,Trucks and Buses,60,763,S18_2432,763,USA,Small
35,61.38,2,2148.3,Shipped,1,2,2004,Trucks and Buses,60,764,S18_2432,764,Singapore,Small
28,59.55,7,1667.4,Shipped,1,3,2004,Trucks and Buses,60,765,S18_2432,765,USA,Small
30,61.99,11,1859.7,Shipped,2,5,2004,Trucks and Buses,60,766,S18_2432,766,Spain,Small
30,49.22,10,1476.6,Shipped,2,6,2004,Trucks and Buses,60,767,S18_2432,767,Singapore,Small
25,69.28,11,1732,Shipped,3,7,2004,Trucks and Buses,60,768,S18_2432,768,USA,Small
29,57.73,7,1674.17,Shipped,3,8,2004,Trucks and Buses,60,769,S18_2432,769,USA,Small
26,57.73,2,1500.98,Shipped,3,9,2004,Trucks and Buses,60,770,S18_2432,770,Sweden,Small
41,53.48,11,2192.68,Shipped,4,10,2004,Trucks and Buses,60,771,S18_2432,771,USA,Small
34,52.87,5,1797.58,Shipped,4,10,2004,Trucks and Buses,60,772,S18_2432,772,Canada,Small
35,61.21,11,2142.35,Shipped,4,11,2004,Trucks and Buses,60,773,S18_2432,773,USA,Small
34,61.38,1,2086.92,On Hold,4,11,2004,Trucks and Buses,60,774,S18_2432,774,Sweden,Small
50,100,8,6834.5,Shipped,4,11,2004,Trucks and Buses,60,775,S18_2432,775,Australia,Medium
41,61.99,7,2541.59,Shipped,4,12,2004,Trucks and Buses,60,776,S18_2432,776,USA,Small
22,96.86,7,2130.92,Shipped,1,1,2005,Trucks and Buses,60,777,S18_2432,777,Australia,Small
35,48.62,7,1701.7,Shipped,1,2,2005,Trucks and Buses,60,778,S18_2432,778,USA,Small
44,38.5,5,1694,Shipped,1,3,2005,Trucks and Buses,60,779,S18_2432,779,Australia,Small
47,61.99,11,2913.53,Shipped,2,5,2005,Trucks and Buses,60,780,S18_2432,780,Spain,Small
19,49.22,10,935.18,In Process,2,5,2005,Trucks and Buses,60,781,S18_2432,781,France,Small
34,90.39,2,3073.26,Shipped,1,2,2003,Planes,84,782,S18_2581,782,Italy,Medium
29,71.81,8,2082.49,Shipped,2,4,2003,Planes,84,783,S18_2581,783,Australia,Small
49,69.27,3,3394.23,Shipped,2,6,2003,Planes,84,784,S18_2581,784,Spain,Medium
30,85.32,14,2559.6,Shipped,3,8,2003,Planes,84,785,S18_2581,785,USA,Small
21,70.96,9,1490.16,Shipped,4,10,2003,Planes,84,786,S18_2581,786,USA,Small
50,76.88,7,3844,Shipped,1,1,2004,Planes,84,787,S18_2581,787,Japan,Medium
47,100,9,4724.91,Shipped,1,2,2004,Planes,84,788,S18_2581,788,Australia,Medium
24,76.03,3,1824.72,Shipped,2,4,2004,Planes,84,789,S18_2581,789,Canada,Small
27,98.84,4,2668.68,Shipped,2,5,2004,Planes,84,790,S18_2581,790,USA,Small
33,86.17,10,2843.61,Shipped,2,6,2004,Planes,84,791,S18_2581,791,USA,Small
35,90.39,9,3163.65,Shipped,3,7,2004,Planes,84,792,S18_2581,792,France,Medium
31,71.81,1,2226.11,Shipped,3,8,2004,Planes,84,793,S18_2581,793,Norway,Small
25,82.79,4,2069.75,Shipped,3,9,2004,Planes,84,794,S18_2581,794,Ireland,Small
27,82.79,7,2235.33,Shipped,4,10,2004,Planes,84,795,S18_2581,795,USA,Small
31,100,9,3116.43,Shipped,4,11,2004,Planes,84,796,S18_2581,796,USA,Medium
45,100,8,4781.7,Resolved,4,11,2004,Planes,84,797,S18_2581,797,Denmark,Medium
27,100,2,2810.7,Shipped,4,11,2004,Planes,84,798,S18_2581,798,Japan,Small
27,100,1,3515.67,Shipped,4,12,2004,Planes,84,799,S18_2581,799,USA,Medium
42,69.27,2,2909.34,Shipped,1,2,2005,Planes,84,800,S18_2581,800,Australia,Small
21,74.77,18,1570.17,Resolved,1,3,2005,Planes,84,801,S18_2581,801,Spain,Small
34,76.88,15,2613.92,Shipped,1,3,2005,Planes,84,802,S18_2581,802,France,Small
42,76.03,3,3193.26,On Hold,2,4,2005,Planes,84,803,S18_2581,803,USA,Medium
15,98.84,4,1482.6,Shipped,2,5,2005,Planes,84,804,S18_2581,804,Italy,Small
29,70.87,6,2055.23,Shipped,1,2,2003,Motorcycles,60,805,S18_2625,805,USA,Small
46,58.15,4,2674.9,Shipped,2,4,2003,Motorcycles,60,806,S18_2625,806,Australia,Small
30,61.78,6,1853.4,Shipped,3,7,2003,Motorcycles,60,807,S18_2625,807,France,Small
30,49.67,10,1490.1,Shipped,3,8,2003,Motorcycles,60,808,S18_2625,808,USA,Small
42,51.48,18,2162.16,Shipped,4,10,2003,Motorcycles,60,809,S18_2625,809,USA,Small
46,61.18,5,2814.28,Shipped,4,10,2003,Motorcycles,60,810,S18_2625,810,USA,Small
25,64.2,13,1605,Shipped,4,11,2003,Motorcycles,60,811,S18_2625,811,France,Small
32,65.42,5,2093.44,Shipped,4,11,2003,Motorcycles,60,812,S18_2625,812,Norway,Small
30,64.81,6,1944.3,Shipped,4,12,2003,Motorcycles,60,813,S18_2625,813,USA,Small
40,49.67,3,1986.8,Shipped,1,1,2004,Motorcycles,60,814,S18_2625,814,Japan,Small
28,60.57,5,1695.96,Shipped,1,2,2004,Motorcycles,60,815,S18_2625,815,Australia,Small
23,55.72,2,1281.56,Shipped,2,4,2004,Motorcycles,60,816,S18_2625,816,USA,Small
29,61.18,6,1774.22,Shipped,2,5,2004,Motorcycles,60,817,S18_2625,817,USA,Small
34,58.75,6,1997.5,Shipped,2,6,2004,Motorcycles,60,818,S18_2625,818,USA,Small
37,63.6,5,2353.2,Shipped,3,7,2004,Motorcycles,60,819,S18_2625,819,France,Small
20,49.06,10,981.2,Shipped,3,8,2004,Motorcycles,60,820,S18_2625,820,USA,Small
32,48.46,2,1550.72,Shipped,3,9,2004,Motorcycles,60,821,S18_2625,821,France,Small
34,52.09,3,1771.06,Shipped,4,10,2004,Motorcycles,60,822,S18_2625,822,USA,Small
42,52.7,5,2213.4,Shipped,4,11,2004,Motorcycles,60,823,S18_2625,823,USA,Small
38,100,12,5266.04,Shipped,4,11,2004,Motorcycles,60,824,S18_2625,824,USA,Medium
30,62.16,1,1864.8,Shipped,4,11,2004,Motorcycles,60,825,S18_2625,825,Japan,Small
23,49.67,3,1142.41,Shipped,1,1,2005,Motorcycles,60,826,S18_2625,826,USA,Small
22,53.3,4,1172.6,Shipped,1,2,2005,Motorcycles,60,827,S18_2625,827,Australia,Small
39,100,5,6981,Shipped,1,3,2005,Motorcycles,60,828,S18_2625,828,Sweden,Medium
55,55.72,2,3064.6,Shipped,2,4,2005,Motorcycles,60,829,S18_2625,829,France,Medium
36,61.18,6,2202.48,Disputed,2,5,2005,Motorcycles,60,830,S18_2625,830,Spain,Small
26,100,1,3773.38,Shipped,1,1,2003,Vintage Cars,168,831,S18_2795,831,Germany,Medium
31,100,1,5074.39,Shipped,1,3,2003,Vintage Cars,168,832,S18_2795,832,UK,Medium
34,100,2,6483.46,Shipped,2,5,2003,Vintage Cars,168,833,S18_2795,833,Australia,Medium
41,100,8,7956.46,Shipped,3,7,2003,Vintage Cars,168,834,S18_2795,834,Australia,Large
23,100,5,4230.62,Shipped,3,9,2003,Vintage Cars,168,835,S18_2795,835,USA,Medium
48,100,3,7209.12,Shipped,4,10,2003,Vintage Cars,168,836,S18_2795,836,USA,Large
22,100,7,3452.68,Shipped,4,11,2003,Vintage Cars,168,837,S18_2795,837,Italy,Medium
21,100,4,3047.73,Shipped,4,11,2003,Vintage Cars,168,838,S18_2795,838,USA,Medium
22,100,8,3675.32,Shipped,4,11,2003,Vintage Cars,168,839,S18_2795,839,Australia,Medium
40,100,3,7492.4,Shipped,4,12,2003,Vintage Cars,168,840,S18_2795,840,Spain,Large
50,100,1,9534.5,Shipped,1,1,2004,Vintage Cars,168,841,S18_2795,841,Spain,Large
29,100,4,5579.02,Shipped,1,3,2004,Vintage Cars,168,842,S18_2795,842,France,Medium
43,100,8,5950.34,Shipped,2,4,2004,Vintage Cars,168,843,S18_2795,843,Spain,Medium
24,100,1,3726,Shipped,2,6,2004,Vintage Cars,168,844,S18_2795,844,France,Medium
